Category,Workplace,Location,Department,Type,City,Region,Country,Workplace_Standardized,Employment_Type,Department_Category,Category_Normalized,Country_Normalized,City_Normalized,Job_ID,Location_ID,Department_ID,Category_ID,Priority_Class,Geographic_Region,Demand_Score,Demand_Score_Normalized,Created_At,Data_Quality_Score,Is_Active,Job_Description
HR,On-site,"Hyderabad, Telangana, India",Recruiting,Full time,Hyderabad,Telangana,India,On-Site,Full-Time,Technology & Data,Hr,India,Hyderabad,JOB_000673,LOC_0090,DEPT_0205,CAT_003,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,Remote,United States,Client Fulfillment,Full time,Unknown,Unknown,United States,Remote,Full-Time,Other,Hr,United States,Unknown,JOB_000674,LOC_0235,DEPT_0040,CAT_003,Normal-High,North America,24,46.15,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"New Cairo City, Cairo Governorate, Egypt",22,Not Specified,New Cairo City,Cairo Governorate,Egypt,On-Site,Not Specified,Other,Hr,Egypt,New Cairo City,JOB_000677,LOC_0145,DEPT_0004,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,Hybrid,"Birmingham, England, United Kingdom",Central Services,Not Specified,Birmingham,England,United Kingdom,Hybrid,Not Specified,Other,Hr,United Kingdom,Birmingham,JOB_000678,LOC_0030,DEPT_0036,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Not Specified role with flexible work arrangements."
HR,Unknown,"Paiania, Attica, Greece","Energy Sector, M Energy Customer Solutions",Full time,Paiania,Attica,Greece,Unknown,Full-Time,Other,Hr,Greece,Paiania,JOB_000679,LOC_0160,DEPT_0100,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Cairo, Cairo Governorate, Egypt",Nationally Recruited Staff,Not Specified,Cairo,Cairo Governorate,Egypt,On-Site,Not Specified,Technology & Data,Hr,Egypt,Cairo,JOB_000681,LOC_0042,DEPT_0161,CAT_003,Normal,Other,12,23.08,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Not Specified position."
HR,Hybride,"Bruxelles, Bruxelles, Belgique",People,Temps plein,Bruxelles,Bruxelles,Belgique,Unknown,Not Specified,Other,Hr,Belgique,Bruxelles,JOB_000682,LOC_0039,DEPT_0174,CAT_003,Normal,Other,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Not Specified position."
HR,On-site,"Los Angeles, California, United States",Operations LAX,Part time,Los Angeles,California,United States,On-Site,Part-Time,Operations,Hr,United States,Los Angeles,JOB_000683,LOC_0118,DEPT_0168,CAT_003,Normal,North America,3,5.77,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is an on-site Part-Time position."
HR,Hybrid,"London, England, United Kingdom","Operations & Finance, People",Full time,London,England,United Kingdom,Hybrid,Full-Time,Operations,Hr,United Kingdom,London,JOB_000684,LOC_0117,DEPT_0167,CAT_003,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Freetown, Western Area, Sierra Leone",International Division,Full time,Freetown,Western Area,Sierra Leone,On-Site,Full-Time,Other,Hr,Sierra Leone,Freetown,JOB_000686,LOC_0079,DEPT_0141,CAT_003,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"Rockville, Maryland, United States","Client Delivery, Digital Transformation",Part time,Rockville,Maryland,United States,Remote,Part-Time,Technology & Data,Hr,United States,Rockville,JOB_000687,LOC_0178,DEPT_0039,CAT_003,Normal,North America,2,3.85,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is a fully remote Part-Time position."
HR,On-site,"Kallithea, Greece",Human Resources,Full time,Kallithea,Unknown,Greece,On-Site,Full-Time,Other,Hr,Greece,Kallithea,JOB_000688,LOC_0101,DEPT_0128,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"Toronto, Ontario, Canada",The Canadian Press,Full time,Toronto,Ontario,Canada,Hybrid,Full-Time,Other,Hr,Canada,Toronto,JOB_000689,LOC_0212,DEPT_0248,CAT_003,Normal-High,North America,8,15.38,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,Remote,"Boston, Massachusetts, United States","Operations, Sales",Full time,Boston,Massachusetts,United States,Remote,Full-Time,Operations,Hr,United States,Boston,JOB_000690,LOC_0032,DEPT_0171,CAT_003,Normal-High,North America,7,13.46,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a fully remote Full-Time position."
HR,On-site,"Riyadh, Riyadh Province, Saudi Arabia",Corporate,Full time,Riyadh,Riyadh Province,Saudi Arabia,On-Site,Full-Time,Other,Hr,Saudi Arabia,Riyadh,JOB_000691,LOC_0177,DEPT_0052,CAT_003,Normal,Other,10,19.23,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Hybrid,"Taguig, Metro Manila, Philippines",Sales,Full time,Taguig,Metro Manila,Philippines,Hybrid,Full-Time,Marketing & Sales,Hr,Philippines,Taguig,JOB_000692,LOC_0204,DEPT_0218,CAT_003,Normal-High,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Support HR for marketing and sales teams. Manage talent acquisition, performance management, and employee engagement for commercial functions. This is a hybrid Full-Time role with flexible work arrangements."
HR,Hybrid,"Athens, Attica, Greece",Human Resources,Full time,Athens,Attica,Greece,Hybrid,Full-Time,Other,Hr,Greece,Athens,JOB_000693,LOC_0011,DEPT_0128,CAT_003,Normal-High,Europe,16,30.77,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Dallas, Texas, United States",Unspecified Department,Full time,Dallas,Texas,United States,On-Site,Full-Time,Other,Hr,United States,Dallas,JOB_000694,LOC_0062,DEPT_0257,CAT_003,Normal,North America,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Valley Stream, New York, United States",Unspecified Department,Full time,Valley Stream,New York,United States,On-Site,Full-Time,Other,Hr,United States,Valley Stream,JOB_000695,LOC_0240,DEPT_0257,CAT_003,Normal,North America,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Hyderabad, Telangana, India",Human Resources,Full time,Hyderabad,Telangana,India,On-Site,Full-Time,Other,Hr,India,Hyderabad,JOB_000696,LOC_0090,DEPT_0128,CAT_003,Normal,Asia Pacific,5,9.62,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,On-site,"Mathern, Chepstow, United Kingdom",Ref: 117,Full time,Mathern,Chepstow,United Kingdom,On-Site,Full-Time,Other,Hr,United Kingdom,Mathern,JOB_000697,LOC_0129,DEPT_0207,CAT_003,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"Metro Manila, Philippines",Tier 2 PH,Full time,Metro Manila,Unknown,Philippines,Remote,Full-Time,Other,Hr,Philippines,Metro Manila,JOB_000698,LOC_0133,DEPT_0249,CAT_003,Normal-High,Asia Pacific,1,1.92,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Full-Time position."
HR,On-site,"Tampa, Florida, United States",Professional Services,Full time,Tampa,Florida,United States,On-Site,Full-Time,Other,Hr,United States,Tampa,JOB_000699,LOC_0206,DEPT_0199,CAT_003,Normal,North America,5,9.62,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,"London, England, United Kingdom",Operations,Full time,London,England,United Kingdom,Remote,Full-Time,Operations,Hr,United Kingdom,London,JOB_000702,LOC_0117,DEPT_0166,CAT_003,Normal-High,Europe,52,100.0,2026-02-23 17:13:21,100,True,"Support HR operations including payroll processing, benefits administration, and compliance reporting. Work with HR systems and Excel to manage employee data and generate reports. This is a fully remote Full-Time position."
HR,On-site,"Boston, Massachusetts, United States",Freelance Recruiters :D,Full time,Boston,Massachusetts,United States,On-Site,Full-Time,Technology & Data,Hr,United States,Boston,JOB_000703,LOC_0032,DEPT_0112,CAT_003,Normal,North America,7,13.46,2026-02-23 17:13:21,100,True,"Support HR technology initiatives including HRIS implementation, HR data analytics, and digital transformation. Bridge HR and IT teams to optimize people systems. This is an on-site Full-Time position."
HR,Remote,Philippines,INTERNAL,Contract,Unknown,Unknown,Philippines,Remote,Contract,Other,Hr,Philippines,Unknown,JOB_000704,LOC_0227,DEPT_0130,CAT_003,Normal,Asia Pacific,4,7.69,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Contract position."
HR,Hybrid,"Washington, District of Columbia, United States",Autonomy Products,Full time,Washington,District of Columbia,United States,Hybrid,Full-Time,Other,Hr,United States,Washington,JOB_000705,LOC_0247,DEPT_0020,CAT_003,Normal-High,North America,7,13.46,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a hybrid Full-Time role with flexible work arrangements."
HR,On-site,"Taguig, Metro Manila, Philippines",Legal,Full time,Taguig,Metro Manila,Philippines,On-Site,Full-Time,Other,Hr,Philippines,Taguig,JOB_000707,LOC_0204,DEPT_0149,CAT_003,Normal,Asia Pacific,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is an on-site Full-Time position."
HR,Remote,Vietnam,Unspecified Department,Not Specified,Unknown,Unknown,Vietnam,Remote,Not Specified,Other,Hr,Vietnam,Unknown,JOB_000708,LOC_0237,DEPT_0257,CAT_003,Normal,Other,2,3.85,2026-02-23 17:13:21,100,True,"Handle core HR functions including recruitment, employee relations, performance management, and HR administration using HRIS platforms and Excel. This is a fully remote Not Specified position."
Software Developer,On-site,"Knutsford, England, United Kingdom",Technology Tribe,Full time,Knutsford,England,United Kingdom,On-Site,Full-Time,Technology & Data,Software Developer,United Kingdom,Knutsford,JOB_000716,LOC_0107,DEPT_0245,CAT_004,Normal,Europe,1,1.92,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
Software Developer,On-site,"Madrid, Community of Madrid, Spain",Portfolio Company Community,Full time,Madrid,Community of Madrid,Spain,On-Site,Full-Time,Technology & Data,Software Developer,Spain,Madrid,JOB_000717,LOC_0123,DEPT_0184,CAT_004,Normal,Europe,3,5.77,2026-02-23 17:13:21,100,True,"Design, develop, and maintain scalable software applications. Proficient in Python, Java, or JavaScript with experience in React, Node.js, REST APIs, Git, Docker, and Agile/Scrum methodologies. Work across the full software development lifecycle. This is an on-site Full-Time position."
